City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
194,geraldton,-28.7667,114.6,90.01,37,0,14.97,AU,1675830227
195,bethel,41.3712,-73.414,37.76,84,75,0.0,US,1675830227
196,upernavik,72.7868,-56.1549,-23.06,95,47,4.05,GL,1675830228
197,flinders,-34.5833,150.8552,71.19,89,100,4.0,AU,1675830178
198,zhigansk,66.7697,123.3711,-44.91,97,100,6.67,RU,1675830228
199,sechura,-5.5569,-80.8222,76.14,75,78,9.51,PE,1675830229
200,coquimbo,-29.9533,-71.3436,64.13,88,100,5.75,CL,1675830055
201,pevek,69.7008,170.3133,-22.63,97,100,3.67,RU,1675830116
202,okhotsk,59.3833,143.3,-9.74,80,82,11.39,RU,1675830045
203,wolverhampton,52.5855,-2.123,34.45,92,0,5.68,GB,1675830230
204,nador,35.174,-2.9287,48.45,93,75,1.14,MA,1675830230
205,lorengau,-2.0226,147.2712,78.78,91,100,21.72,PG,1675830231
206,longyearbyen,78.2186,15.6401,22.84,68,40,9.22,SJ,1675830231
207,puerto baquerizo moreno,-0.9,-89.6,77.4,83,27,5.84,EC,1675830231
208,oksfjord,70.2396,22.3479,39.38,73,49,14.79,NO,1675830232
209,privodino,61.0781,46.5044,22.89,92,100,8.97,RU,1675830232
210,baisha,26.5222,110.9311,48.76,93,100,0.76,CN,1675830233
211,pindi gheb,33.2402,72.2661,56.97,32,100,5.75,PK,1675830233
212,port hedland,-20.3167,118.5667,95.05,46,34,12.66,AU,1675830234
213,disna,55.568,28.1971,16.23,97,87,6.4,BY,1675830234
214,kavaratti,10.5669,72.642,80.04,71,93,12.5,IN,1675830234
215,okha,53.5739,142.9478,-9.53,80,100,11.07,RU,1675830235
216,kyra,49.5776,111.9753,13.24,67,7,2.39,RU,1675830235
217,tchaourou,8.8865,2.5975,75.15,66,63,1.92,BJ,1675830235
218,irece,-11.3042,-41.8558,69.19,62,93,6.85,BR,1675830236
219,kajaani,64.2273,27.7285,30.25,93,100,5.75,FI,1675830236
220,kribi,2.95,9.9167,77.52,87,50,4.34,CM,1675830237
221,ulaangom,49.9811,92.0667,-10.03,97,100,2.37,MN,1675830063
222,maragogi,-9.0122,-35.2225,76.1,73,98,4.25,BR,1675830237
223,san patricio,28.017,-97.5169,71.89,88,93,11.77,US,1675830238
224,santa rosalia,27.3167,-112.2833,55.33,49,0,7.83,MX,1675830238
225,diffa,13.3154,12.6113,67.93,36,100,13.82,NE,1675830094
226,acari,-15.4311,-74.6158,76.19,82,64,3.24,PE,1675830239
227,lompoc,34.6391,-120.4579,51.53,87,75,8.01,US,1675830239
228,kayes,14.0,-11.0,75.42,15,31,7.31,ML,1675830239
229,genhe,50.7833,121.5167,4.17,82,89,3.56,CN,1675830240
230,san ciro de acosta,21.6333,-99.8167,61.14,73,0,3.47,MX,1675830240
231,sokolo,14.7328,-6.1219,74.17,15,45,14.67,ML,1675830241
232,imbituba,-28.24,-48.6703,71.01,90,24,5.99,BR,1675830241
233,beringovskiy,63.05,179.3167,-20.16,95,69,7.72,RU,1675830242
234,coihaique,-45.5752,-72.0662,61.41,72,0,3.44,CL,1675830242
235,talnakh,69.4865,88.3972,-10.35,98,97,6.91,RU,1675830243
236,belaya gora,68.5333,146.4167,-41.55,99,74,2.8,RU,1675830244
237,dikson,73.5069,80.5464,-4.79,90,100,22.39,RU,1675830043
238,saratoga,43.1001,-73.8496,35.96,82,90,6.08,US,1675830244
239,kemijarvi,66.7131,27.4306,18.7,94,11,6.58,FI,1675830245
240,hobyo,5.3505,48.5268,77.74,67,95,15.1,SO,1675830245
241,vanimo,-2.6741,141.3028,77.77,94,100,9.06,PG,1675830246
242,tabat,-2.635,115.2274,91.02,52,81,2.8,ID,1675830246
243,asahi,35.7167,140.65,53.15,62,100,16.24,JP,1675830247
244,sulangan,11.1373,123.7228,79.93,75,100,12.1,PH,1675830247
245,sola,-13.8833,167.55,82.18,77,97,13.47,VU,1675830248
246,banamba,13.55,-7.45,70.38,16,23,9.55,ML,1675830249
247,okato,-39.2,173.8833,71.91,100,11,14.94,NZ,1675830249
248,ust-kut,56.7938,105.7672,12.43,92,100,4.05,RU,1675830250
249,lata,40.1629,-8.3327,41.22,85,37,6.76,PT,1675830251
250,itarema,-2.9248,-39.9167,77.29,82,100,8.52,BR,1675830185
251,sandwick,60.0,-1.25,44.42,76,100,29.93,GB,1675830253
252,severomorsk,69.0689,33.4162,32.4,83,33,15.64,RU,1675830253
253,valdivia,-39.8142,-73.2459,59.09,79,0,2.57,CL,1675830253
254,ruyigi,-3.45,30.3167,56.66,93,65,2.91,BI,1675830254
255,bogorodskoye,56.55,37.8833,11.82,94,89,8.32,RU,1675830254
256,jizan,17.3333,42.6667,74.34,77,4,4.21,SA,1675830255
257,bombo,-8.6131,119.0131,83.66,79,67,1.48,ID,1675830256
258,waddan,29.1614,16.139,48.96,56,97,18.01,LY,1675830257
259,tavda,58.0425,65.2726,-8.43,100,99,4.27,RU,1675830257
260,khoy,38.5504,44.9535,32.52,80,75,2.3,IR,1675830258
261,benguela,-12.5763,13.4055,72.68,77,100,0.72,AO,1675830258
262,vila,42.0304,-8.1588,38.28,80,72,8.19,PT,1675830259
263,santa cruz,-17.8,-63.1667,74.66,88,96,5.75,BO,1675830179
264,nanortalik,60.1432,-45.2371,4.19,75,11,15.79,GL,1675830260
265,richards bay,-28.783,32.0377,72.77,94,33,7.83,ZA,1675830261
266,thompson,55.7435,-97.8558,1.56,85,75,2.3,CA,1675830005
267,ligayan,4.6533,119.4706,79.25,77,96,10.4,PH,1675830262
268,guerrero negro,27.9769,-114.0611,61.11,35,0,7.02,MX,1675830262
269,yarmouth,41.7057,-70.2286,36.97,86,100,6.91,US,1675830263
270,pantai remis,4.4557,100.6288,87.82,66,35,3.02,MY,1675830264
271,siva,29.2041,25.5195,47.37,56,54,6.55,EG,1675830264
272,muros,42.7762,-9.0603,41.09,82,28,15.43,ES,1675830265
273,padang,-0.9492,100.3543,84.25,58,89,4.0,ID,1675830265
274,cruz alta,-28.6386,-53.6064,66.63,62,0,9.95,BR,1675830266
275,ust-shonosha,61.1531,41.343,24.42,91,100,10.09,RU,1675830267
276,mana,5.6592,-53.7767,75.18,89,41,8.93,GF,1675830267
277,svetlaya,46.5389,138.3297,19.06,44,30,13.51,RU,1675830268
278,ushibuka,32.1906,130.0228,54.97,60,6,14.32,JP,1675830268
279,stephenville,32.2207,-98.2023,45.18,94,100,13.8,US,1675830269
280,gombong,-7.6072,109.5142,84.7,69,100,1.07,ID,1675830269
281,kabalo,-6.05,26.9167,67.3,97,100,5.57,CD,1675830270
282,kimbe,-5.5502,150.1429,77.7,95,100,4.7,PG,1675830271
283,rassvet,46.8333,40.75,18.14,77,96,17.92,RU,1675830271
284,hofn,64.2539,-15.2082,31.62,61,100,16.2,IS,1675830012
285,pathein,16.7833,94.7333,85.62,30,3,10.51,MM,1675830272
286,moron,-34.6534,-58.6198,82.98,63,0,8.46,AR,1675830273
287,shingu,33.7333,135.9833,59.22,35,4,8.79,JP,1675829991
288,redmond,47.674,-122.1215,46.35,83,42,4.0,US,1675830000
289,belvedere marittimo,39.6179,15.8617,34.12,62,1,10.49,IT,1675830274
290,ascoli piceno,42.8548,13.5749,36.25,73,60,2.1,IT,1675830275
291,otuzco,-7.9,-78.5833,52.07,86,88,1.77,PE,1675830275
292,rosarito,32.3333,-117.0333,57.11,42,0,5.28,MX,1675830276
293,pishin,30.5803,66.9961,53.01,33,96,0.67,PK,1675830276
294,morgantown,39.6295,-79.9559,52.21,89,100,3.44,US,1675830197
295,hopelchen,19.7667,-89.85,73.11,82,0,5.3,MX,1675830277
296,kiama,-34.6833,150.8667,72.37,89,100,1.99,AU,1675830278
297,koslan,63.4564,48.8989,26.89,95,100,9.51,RU,1675830031
298,pacific grove,36.6177,-121.9166,51.48,88,0,5.75,US,1675830114
299,samana,19.2056,-69.3369,72.64,88,32,9.66,DO,1675830279
300,naze,28.3667,129.4833,63.52,65,86,14.63,JP,1675830279
301,mielec,50.2871,21.4239,28.74,99,85,4.18,PL,1675830279
302,kruisfontein,-34.0033,24.7314,64.89,82,99,3.67,ZA,1675830280
303,boralday,43.3578,76.8594,22.86,100,100,4.47,KZ,1675830280
304,necochea,-38.5473,-58.7368,72.05,77,14,13.44,AR,1675830105
305,ahipara,-35.1667,173.1667,71.33,59,22,9.04,NZ,1675830281
306,contai,21.7786,87.7536,78.85,57,0,11.39,IN,1675830281
307,llaillay,-32.85,-70.9667,75.25,55,0,0.69,CL,1675830282
308,inongo,-1.95,18.2667,72.7,84,68,4.0,CD,1675830282
309,marrakesh,31.6315,-8.0083,48.27,71,40,3.44,MA,1675830283
310,praya,14.9215,-23.5087,66.74,63,75,18.41,CV,1675830283
311,ulladulla,-35.35,150.4667,68.56,78,100,2.15,AU,1675830284
312,cabedelo,-6.9811,-34.8339,75.87,77,99,8.57,BR,1675830000
313,guhagar,17.4842,73.1929,80.11,37,99,2.93,IN,1675830284
314,svetlogorsk,52.6333,29.7333,9.63,97,61,2.48,BY,1675830285
315,dudinka,69.4058,86.1778,-11.29,100,95,6.49,RU,1675830285
316,zarubino,42.63,131.0922,26.28,47,2,16.8,RU,1675830285
317,kieta,-6.2167,155.6333,85.66,66,35,8.37,PG,1675830286
318,tepalcatepec,19.1833,-102.85,73.56,58,9,3.0,MX,1675830286
319,champerico,14.3,-91.9167,77.56,71,6,3.33,GT,1675830128
320,novomalorossiyskaya,45.6348,39.8948,20.93,92,100,15.68,RU,1675830287
321,la rioja,42.25,-2.5,28.18,97,100,6.08,ES,1675830287
322,cherskiy,68.75,161.3,-27.15,95,100,5.57,RU,1675830288
323,tall kayf,37.0833,41.0667,38.59,87,100,9.22,TR,1675830288
324,lumeje,-11.55,20.7833,63.03,94,100,3.78,AO,1675830289
325,lavrentiya,65.5833,-171.0,-15.3,92,97,3.27,RU,1675830289
326,shiyan,32.6475,110.7781,43.79,91,100,6.73,CN,1675830289
327,pitimbu,-7.4706,-34.8086,75.79,76,99,8.41,BR,1675830290
328,shemgang,27.2169,90.6579,49.95,56,71,4.32,BT,1675830290
329,tacoronte,28.4769,-16.4102,54.25,92,100,8.01,ES,1675830291
330,bonavista,48.6499,-53.1147,25.93,70,94,23.11,CA,1675830291
331,dordrecht,51.81,4.6736,30.96,90,70,1.99,NL,1675830292
332,anadyr,64.75,177.4833,-25.1,75,0,6.71,RU,1675830292
333,yar-sale,66.8333,70.8333,7.39,84,100,23.13,RU,1675830293
334,lerwick,60.1545,-1.1494,44.6,74,99,30.82,GB,1675830293
335,glendive,47.1053,-104.7125,39.18,79,0,5.01,US,1675830293
336,vestmanna,62.1564,-7.1664,43.95,83,100,54.8,FO,1675830294
337,bathsheba,13.2167,-59.5167,77.61,83,40,12.66,BB,1675830065
338,korla,41.7597,86.1469,32.94,77,13,4.09,CN,1675830294
339,sioux lookout,50.1001,-91.917,17.67,73,20,8.05,CA,1675830295
340,morgan city,29.6994,-91.2068,66.99,94,0,5.75,US,1675830295
341,tazovskiy,67.4667,78.7,-9.02,98,100,9.48,RU,1675830296
342,ewa beach,21.3156,-158.0072,78.75,71,20,17.27,US,1675830296
343,zheleznodorozhnyy,55.7503,38.0042,20.75,96,60,5.57,RU,1675830296
344,bireun,5.203,96.7009,82.24,70,100,2.33,ID,1675830297
345,kassala,15.451,36.4,64.44,75,1,8.95,SD,1675830297
346,bodaybo,57.8506,114.1933,3.27,93,100,2.1,RU,1675830298
347,touros,-5.1989,-35.4608,77.16,75,100,12.06,BR,1675830298
348,makakilo city,21.3469,-158.0858,77.32,70,20,17.27,US,1675830298
349,klaksvik,62.2266,-6.589,45.93,82,100,57.15,FO,1675830299
350,pleasanton,37.6624,-121.8747,53.04,79,0,4.61,US,1675830204
351,fare,-16.7,-151.0167,80.73,69,8,9.35,PF,1675830299
352,dunmore east,52.1514,-6.9861,46.69,74,75,12.66,IE,1675830300
353,mezen,65.8522,44.24,32.95,92,90,10.67,RU,1675830300
354,avera,33.194,-82.5271,45.91,61,53,5.08,US,1675830041
355,ilhabela,-23.7781,-45.3581,74.75,91,93,5.5,BR,1675830158
356,oranjemund,-28.55,16.4333,63.32,90,99,13.35,NA,1675830301
357,qasigiannguit,68.8193,-51.1922,-16.35,99,99,3.83,GL,1675830081
358,katsuura,35.1333,140.3,50.38,68,97,18.77,JP,1675830302
359,shenjiamen,29.9576,122.298,49.68,76,94,12.01,CN,1675830303
360,boshnyakovo,49.6333,142.1667,5.31,88,91,6.49,RU,1675830303
361,resistencia,-27.4606,-58.9839,85.08,54,40,4.61,AR,1675830058
362,chuy,-33.6971,-53.4616,68.67,84,14,6.22,UY,1675830016
363,yibin,28.7667,104.6238,53.49,84,100,1.5,CN,1675830305
364,kavieng,-2.5744,150.7967,81.75,78,100,9.19,PG,1675830305
365,camana,-16.6228,-72.7111,75.13,84,77,7.72,PE,1675830306
366,hambantota,6.1241,81.1185,84.54,79,20,12.66,LK,1675830306
367,george town,5.4112,100.3354,87.73,66,20,6.91,MY,1675830073
368,asyut,27.181,31.1837,41.18,62,92,3.58,EG,1675830307
369,roura,4.7263,-52.3274,76.91,94,100,3.44,GF,1675830308
370,nobres,-14.7203,-56.3275,72.57,89,96,1.19,BR,1675830309
371,maceio,-9.6658,-35.7353,72.84,94,20,2.3,BR,1675830123
372,carmo,-21.9336,-42.6086,69.64,98,100,2.39,BR,1675830310
373,saint-augustin,51.226,-58.6502,-2.87,89,30,5.17,CA,1675830311
374,la palma,33.8464,-118.0467,62.91,62,40,0.0,US,1675830312
375,kosum phisai,16.2486,103.0674,88.84,39,3,7.29,TH,1675830313
376,saint-francois,46.4154,3.9054,21.67,93,1,1.14,FR,1675830313
377,raudeberg,61.9875,5.1352,44.96,74,92,35.05,NO,1675830314
378,porto nacional,-10.7081,-48.4172,75.2,92,77,0.92,BR,1675830315
379,aguililla,18.7333,-102.7333,63.48,83,36,5.68,MX,1675830316
380,cofradia,15.4,-88.15,76.08,98,21,2.28,HN,1675830316
381,bandar-e lengeh,26.5579,54.8807,64.51,72,83,4.61,IR,1675830317
382,kathu,7.9178,98.3332,85.82,66,45,7.43,TH,1675830317
383,conde,-7.2597,-34.9075,74.66,78,0,6.91,BR,1675830318
384,balabac,7.9868,117.0645,81.45,75,100,13.11,PH,1675830318
385,atar,20.5169,-13.0499,58.35,29,14,11.01,MR,1675830319
386,beloha,-25.1667,45.05,74.48,74,100,6.8,MG,1675830320
387,vallenar,-28.5708,-70.7581,72.1,57,26,2.71,CL,1675830320
388,lesnoy,57.6198,63.0784,-5.98,100,100,5.35,RU,1675830321
389,suleja,9.1758,7.1808,70.79,19,74,5.82,NG,1675830321
390,esmeraldas,-19.7625,-44.3139,70.11,92,100,1.81,BR,1675830322
391,port lincoln,-34.7333,135.8667,75.9,53,33,9.19,AU,1675830323
392,tari,12.4086,4.4914,71.87,18,99,11.36,NG,1675830323
393,egvekinot,66.3167,-179.1667,-22.54,88,89,8.68,RU,1675830324
394,frontera,26.9333,-101.45,64.33,55,69,3.0,MX,1675830324
